species1	species2	replicate
1495	Sebastes_hopkinsi	Sebastes_wilsoni	261
1496	Sebastes_schlegelii	Sebastes_semicinctus	262
1497	Sebastes_constellatus	Sebastes_exsul	262
1498	Sebastes_atrovirens	Sebastes_dalli	262
1499	Sebastes_rubrivinctus	Sebastes_serriceps	262
1500	Sebastes_rosaceus	Sebastes_umbrosus	262
1501	Sebastes_minor	Sebastes_steindachneri	262
1502	Sebastes_auriculatus	Sebastes_rastrelliger	263
1503	Sebastes_rosaceus	Sebastes_wilsoni	263
1504	Sebastes_minor	Sebastes_steindachneri	263
1505	Sebastes_constellatus	Sebastes_exsul	263
1506	Sebastes_carnatus	Sebastes_semicinctus	263
1507	Sebastes_rubrivinctus	Sebastes_serriceps	263
1508	Sebastes_inermis	Sebastes_schlegelii	263
1509	Sebastes_auriculatus	Sebastes_rastrelliger	264
1510	Sebastes_constellatus	Sebastes_umbrosus	264
1511	Sebastes_serriceps	Sebastes_steindachneri	264
1512	Sebastes_carnatus	Sebastes_rosaceus	264
1513	Sebastes_inermis	Sebastes_schlegelii	264
1514	Sebastes_constellatus	Sebastes_exsul	265
1515	Sebastes_steindachneri	Sebastes_umbrosus	265
1516	Sebastes_dalli	Sebastes_semicinctus	265
1517	Sebastes_atrovirens	Sebastes_carnatus	265
1518	Sebastes_inermis	Sebastes_schlegelii	265
1519	Sebastes_rubrivinctus	Sebastes_serriceps	265
1520	Sebastes_constellatus	Sebastes_rubrivinctus	266
1521	Sebastes_atrovirens	Sebastes_auriculatus	266
1522	Sebastes_inermis	Sebastes_schlegelii	266
1523	Sebastes_minor	Sebastes_steindachneri	266
1524	Sebastes_dalli	Sebastes_rastrelliger	266
1525	Sebastes_hopkinsi	Sebastes_wilsoni	266
1526	Sebastes_constellatus	Sebastes_rastrelliger	267
1527	Sebastes_atrovirens	Sebastes_carnatus	267
1528	Sebastes_inermis	Sebastes_rubrivinctus	267
1529	Sebastes_minor	Sebastes_steindachneri	267
1530	Sebastes_auriculatus	Sebastes_semicinctus	268
1531	Sebastes_constellatus	Sebastes_jordani	268
1532	Sebastes_hopkinsi	Sebastes_schlegelii	268
1533	Sebastes_atrovirens	Sebastes_carnatus	268
1534	Sebastes_rubrivinctus	Sebastes_serriceps	268
1535	Sebastes_minor	Sebastes_steindachneri	268
1536	Sebastes_dalli	Sebastes_rastrelliger	268
1537	Sebastes_exsul	Sebastes_serriceps	269
1538	Sebastes_minor	Sebastes_schlegelii	269
1539	Sebastes_atrovirens	Sebastes_auriculatus	269
1540	Sebastes_dalli	Sebastes_rastrelliger	269
1541	Sebastes_hopkinsi	Sebastes_wilsoni	269
1542	Sebastes_auriculatus	Sebastes_semicinctus	270
1543	Sebastes_rubrivinctus	Sebastes_wilsoni	270
1544	Sebastes_inermis	Sebastes_minor	270
1545	Sebastes_constellatus	Sebastes_umbrosus	270
1546	Sebastes_dalli	Sebastes_rastrelliger	270
1547	Sebastes_atrovirens	Sebastes_carnatus	270
1548	Sebastes_rastrelliger	Sebastes_serriceps	271
1549	Sebastes_rosaceus	Sebastes_umbrosus	271
1550	Sebastes_hopkinsi	Sebastes_wilsoni	271
1551	Sebastes_constellatus	Sebastes_exsul	271
1552	Sebastes_atrovirens	Sebastes_carnatus	271
1553	Sebastes_inermis	Sebastes_schlegelii	271
1554	Sebastes_minor	Sebastes_steindachneri	271
1555	Sebastes_hopkinsi	Sebastes_rubrivinctus	272
1556	Sebastes_carnatus	Sebastes_rosaceus	272
1557	Sebastes_constellatus	Sebastes_exsul	272
1558	Sebastes_schlegelii	Sebastes_steindachneri	272
1559	Sebastes_auriculatus	Sebastes_rastrelliger	272
1560	Sebastes_serriceps	Sebastes_steindachneri	273
1561	Sebastes_carnatus	Sebastes_semicinctus	273
1562	Sebastes_constellatus	Sebastes_umbrosus	273
1563	Sebastes_inermis	Sebastes_schlegelii	273
1564	Sebastes_auriculatus	Sebastes_rastrelliger	273
1565	Sebastes_auriculatus	Sebastes_hopkinsi	274
1566	Sebastes_atrovirens	Sebastes_carnatus	274
1567	Sebastes_inermis	Sebastes_steindachneri	274
1568	Sebastes_dalli	Sebastes_rastrelliger	274
1569	Sebastes_exsul	Sebastes_rosaceus	274
1570	Sebastes_rubrivinctus	Sebastes_serriceps	274
1571	Sebastes_constellatus	Sebastes_rubrivinctus	275
1572	Sebastes_minor	Sebastes_wilsoni	275
1573	Sebastes_atrovirens	Sebastes_auriculatus	275
1574	Sebastes_inermis	Sebastes_schlegelii	275
1575	Sebastes_dalli	Sebastes_rastrelliger	275
1576	Sebastes_dalli	Sebastes_semicinctus	276
1577	Sebastes_schlegelii	Sebastes_wilsoni	276
1578	Sebastes_constellatus	Sebastes_serriceps	276
1579	Sebastes_atrovirens	Sebastes_carnatus	276
1580	Sebastes_minor	Sebastes_steindachneri	276
1581	Sebastes_schlegelii	Sebastes_umbrosus	277
1582	Sebastes_constellatus	Sebastes_exsul	277
1583	Sebastes_rubrivinctus	Sebastes_serriceps	277
1584	Sebastes_atrovirens	Sebastes_rastrelliger	277
1585	Sebastes_minor	Sebastes_steindachneri	277
1586	Sebastes_atrovirens	Sebastes_steindachneri	278
1587	Sebastes_inermis	Sebastes_schlegelii	278
1588	Sebastes_rosaceus	Sebastes_umbrosus	278
1589	Sebastes_rubrivinctus	Sebastes_serriceps	278
1590	Sebastes_auriculatus	Sebastes_rastrelliger	278
1591	Sebastes_constellatus	Sebastes_exsul	278
1592	Sebastes_minor	Sebastes_semicinctus	279
1593	Sebastes_rosaceus	Sebastes_umbrosus	279
1594	Sebastes_auriculatus	Sebastes_rastrelliger	279
1595	Sebastes_jordani	Sebastes_serriceps	279
1596	Sebastes_inermis	Sebastes_schlegelii	279
1597	Sebastes_atrovirens	Sebastes_carnatus	279
1598	Sebastes_constellatus	Sebastes_exsul	279
1599	Sebastes_rastrelliger	Sebastes_serriceps	280
1600	Sebastes_exsul	Sebastes_rosaceus	280
1601	Sebastes_minor	Sebastes_steindachneri	280
1602	Sebastes_inermis	Sebastes_wilsoni	280
1603	Sebastes_atrovirens	Sebastes_carnatus	280
1604	Sebastes_constellatus	Sebastes_inermis	281
1605	Sebastes_rastrelliger	Sebastes_semicinctus	281
1606	Sebastes_jordani	Sebastes_serriceps	281
1607	Sebastes_minor	Sebastes_steindachneri	281
1608	Sebastes_atrovirens	Sebastes_carnatus	281
1609	Sebastes_atrovirens	Sebastes_steindachneri	282
1610	Sebastes_rubrivinctus	Sebastes_serriceps	282
1611	Sebastes_exsul	Sebastes_rosaceus	282
1612	Sebastes_auriculatus	Sebastes_dalli	282
1613	Sebastes_inermis	Sebastes_schlegelii	282
1614	Sebastes_hopkinsi	Sebastes_serriceps	283
1615	Sebastes_minor	Sebastes_steindachneri	283
1616	Sebastes_inermis	Sebastes_wilsoni	283
1617	Sebastes_carnatus	Sebastes_rastrelliger	283
1618	Sebastes_rosaceus	Sebastes_semicinctus	283
1619	Sebastes_exsul	Sebastes_umbrosus	283
1620	Sebastes_constellatus	Sebastes_semicinctus	284
1621	Sebastes_dalli	Sebastes_rastrelliger	284
1622	Sebastes_atrovirens	Sebastes_auriculatus	284
1623	Sebastes_hopkinsi	Sebastes_steindachneri	284
1624	Sebastes_jordani	Sebastes_rubrivinctus	284
1625	Sebastes_inermis	Sebastes_schlegelii	284
1626	Sebastes_inermis	Sebastes_rosaceus	285
1627	Sebastes_jordani	Sebastes_serriceps	285
1628	Sebastes_atrovirens	Sebastes_auriculatus	285
1629	Sebastes_constellatus	Sebastes_exsul	285
1630	Sebastes_minor	Sebastes_steindachneri	285
1631	Sebastes_dalli	Sebastes_rastrelliger	285
1632	Sebastes_carnatus	Sebastes_serriceps	286
1633	Sebastes_hopkinsi	Sebastes_wilsoni	286
1634	Sebastes_inermis	Sebastes_steindachneri	286
1635	Sebastes_auriculatus	Sebastes_dalli	286
1636	Sebastes_constellatus	Sebastes_exsul	286
1637	Sebastes_rosaceus	Sebastes_umbrosus	286
1638	Sebastes_atrovirens	Sebastes_minor	287
1639	Sebastes_inermis	Sebastes_schlegelii	287
1640	Sebastes_auriculatus	Sebastes_dalli	287
1641	Sebastes_exsul	Sebastes_rosaceus	287
1642	Sebastes_rubrivinctus	Sebastes_serriceps	287
1643	Sebastes_hopkinsi	Sebastes_jordani	288
1644	Sebastes_minor	Sebastes_steindachneri	288
1645	Sebastes_semicinctus	Sebastes_umbrosus	288
1646	Sebastes_constellatus	Sebastes_exsul	288
1647	Sebastes_rubrivinctus	Sebastes_serriceps	288
1648	Sebastes_carnatus	Sebastes_dalli	288
1649	Sebastes_schlegelii	Sebastes_wilsoni	288
1650	Sebastes_rubrivinctus	Sebastes_serriceps	289
1651	Sebastes_hopkinsi	Sebastes_schlegelii	289
1652	Sebastes_minor	Sebastes_steindachneri	289
1653	Sebastes_dalli	Sebastes_umbrosus	289
1654	Sebastes_atrovirens	Sebastes_carnatus	289
1655	Sebastes_constellatus	Sebastes_exsul	289
1656	Sebastes_exsul	Sebastes_umbrosus	290
1657	Sebastes_rastrelliger	Sebastes_wilsoni	290
1658	Sebastes_jordani	Sebastes_serriceps	290
1659	Sebastes_inermis	Sebastes_schlegelii	290
1660	Sebastes_minor	Sebastes_steindachneri	290
1661	Sebastes_atrovirens	Sebastes_carnatus	290
1662	Sebastes_rastrelliger	Sebastes_serriceps	291
1663	Sebastes_inermis	Sebastes_steindachneri	291
1664	Sebastes_constellatus	Sebastes_rosaceus	291
1665	Sebastes_hopkinsi	Sebastes_wilsoni	291
1666	Sebastes_atrovirens	Sebastes_carnatus	291
1667	Sebastes_rubrivinctus	Sebastes_semicinctus	292
1668	Sebastes_minor	Sebastes_wilsoni	292
1669	Sebastes_constellatus	Sebastes_umbrosus	292
1670	Sebastes_atrovirens	Sebastes_rastrelliger	292
1671	Sebastes_inermis	Sebastes_schlegelii	292
1672	Sebastes_exsul	Sebastes_umbrosus	293
1673	Sebastes_jordani	Sebastes_schlegelii	293
1674	Sebastes_minor	Sebastes_steindachneri	293
1675	Sebastes_atrovirens	Sebastes_auriculatus	293
1676	Sebastes_rosaceus	Sebastes_semicinctus	293
1677	Sebastes_dalli	Sebastes_rastrelliger	293
1678	Sebastes_rubrivinctus	Sebastes_serriceps	293
1679	Sebastes_constellatus	Sebastes_rosaceus	294
1680	Sebastes_auriculatus	Sebastes_semicinctus	294
1681	Sebastes_hopkinsi	Sebastes_steindachneri	294
1682	Sebastes_rubrivinctus	Sebastes_serriceps	294
1683	Sebastes_dalli	Sebastes_rastrelliger	294
1684	Sebastes_atrovirens	Sebastes_carnatus	294
1685	Sebastes_inermis	Sebastes_schlegelii	294
1686	Sebastes_inermis	Sebastes_rastrelliger	295
1687	Sebastes_atrovirens	Sebastes_carnatus	295
1688	Sebastes_minor	Sebastes_steindachneri	295
1689	Sebastes_exsul	Sebastes_rosaceus	295
1690	Sebastes_jordani	Sebastes_rubrivinctus	295
1691	Sebastes_carnatus	Sebastes_schlegelii	296
1692	Sebastes_dalli	Sebastes_rastrelliger	296
1693	Sebastes_jordani	Sebastes_serriceps	296
1694	Sebastes_constellatus	Sebastes_umbrosus	296
1695	Sebastes_minor	Sebastes_steindachneri	296
1696	Sebastes_constellatus	Sebastes_exsul	297
1697	Sebastes_carnatus	Sebastes_schlegelii	297
1698	Sebastes_rosaceus	Sebastes_umbrosus	297
1699	Sebastes_dalli	Sebastes_rastrelliger	297
1700	Sebastes_jordani	Sebastes_serriceps	297
1701	Sebastes_minor	Sebastes_steindachneri	297
1702	Sebastes_rubrivinctus	Sebastes_serriceps	298
1703	Sebastes_atrovirens	Sebastes_jordani	298
1704	Sebastes_exsul	Sebastes_umbrosus	298
1705	Sebastes_dalli	Sebastes_rastrelliger	298
1706	Sebastes_hopkinsi	Sebastes_wilsoni	298
1707	Sebastes_inermis	Sebastes_steindachneri	298
1708	Sebastes_constellatus	Sebastes_semicinctus	299
1709	Sebastes_jordani	Sebastes_steindachneri	299
1710	Sebastes_atrovirens	Sebastes_rastrelliger	299
1711	Sebastes_rubrivinctus	Sebastes_serriceps	299
1712	Sebastes_inermis	Sebastes_schlegelii	299
1713	Sebastes_dalli	Sebastes_serriceps	300
1714	Sebastes_atrovirens	Sebastes_carnatus	300
1715	Sebastes_hopkinsi	Sebastes_minor	300
1716	Sebastes_constellatus	Sebastes_rosaceus	300
1717	Sebastes_inermis	Sebastes_schlegelii	300
1718	Sebastes_inermis	Sebastes_serriceps	301
1719	Sebastes_rastrelliger	Sebastes_rosaceus	301
1720	Sebastes_constellatus	Sebastes_exsul	301
1721	Sebastes_minor	Sebastes_steindachneri	301
1722	Sebastes_atrovirens	Sebastes_carnatus	301
1723	Sebastes_constellatus	Sebastes_hopkinsi	302
1724	Sebastes_atrovirens	Sebastes_auriculatus	302
1725	Sebastes_inermis	Sebastes_steindachneri	302
1726	Sebastes_jordani	Sebastes_rubrivinctus	302
1727	Sebastes_dalli	Sebastes_rastrelliger	302
1728	Sebastes_atrovirens	Sebastes_hopkinsi	303
1729	Sebastes_inermis	Sebastes_minor	303
1730	Sebastes_auriculatus	Sebastes_dalli	303
1731	Sebastes_jordani	Sebastes_serriceps	303
1732	Sebastes_constellatus	Sebastes_rosaceus	303
1733	Sebastes_auriculatus	Sebastes_wilsoni	304
1734	Sebastes_rosaceus	Sebastes_umbrosus	304
1735	Sebastes_dalli	Sebastes_rastrelliger	304
1736	Sebastes_inermis	Sebastes_schlegelii	304
1737	Sebastes_jordani	Sebastes_rubrivinctus	304
1738	Sebastes_constellatus	Sebastes_exsul	304
1739	Sebastes_minor	Sebastes_steindachneri	304
1740	Sebastes_atrovirens	Sebastes_carnatus	304
1741	Sebastes_constellatus	Sebastes_serriceps	305
1742	Sebastes_hopkinsi	Sebastes_wilsoni	305
1743	Sebastes_dalli	Sebastes_semicinctus	305
1744	Sebastes_atrovirens	Sebastes_carnatus	305
1745	Sebastes_minor	Sebastes_steindachneri	305
1746	Sebastes_inermis	Sebastes_schlegelii	305
1747	Sebastes_atrovirens	Sebastes_umbrosus	306
1748	Sebastes_constellatus	Sebastes_exsul	306
1749	Sebastes_jordani	Sebastes_wilsoni	306
1750	Sebastes_inermis	Sebastes_steindachneri	306
1751	Sebastes_rubrivinctus	Sebastes_serriceps	306
1752	Sebastes_auriculatus	Sebastes_dalli	306
1753	Sebastes_atrovirens	Sebastes_semicinctus	307
1754	Sebastes_inermis	Sebastes_steindachneri	307
1755	Sebastes_exsul	Sebastes_rubrivinctus	307
1756	Sebastes_hopkinsi	Sebastes_wilsoni	307
1757	Sebastes_dalli	Sebastes_rastrelliger	307
1758	Sebastes_steindachneri	Sebastes_umbrosus	308
1759	Sebastes_carnatus	Sebastes_rastrelliger	308
1760	Sebastes_constellatus	Sebastes_exsul	308
1761	Sebastes_jordani	Sebastes_rubrivinctus	308
1762	Sebastes_inermis	Sebastes_schlegelii	308
1763	Sebastes_carnatus	Sebastes_jordani	309
1764	Sebastes_rosaceus	Sebastes_umbrosus	309
1765	Sebastes_dalli	Sebastes_rastrelliger	309
1766	Sebastes_constellatus	Sebastes_exsul	309
1767	Sebastes_rubrivinctus	Sebastes_serriceps	309
1768	Sebastes_schlegelii	Sebastes_steindachneri	309
1769	Sebastes_hopkinsi	Sebastes_wilsoni	309
1770	Sebastes_rubrivinctus	Sebastes_steindachneri	310
1771	Sebastes_carnatus	Sebastes_rastrelliger	310
1772	Sebastes_inermis	Sebastes_schlegelii	310
1773	Sebastes_rosaceus	Sebastes_semicinctus	310
1774	Sebastes_exsul	Sebastes_umbrosus	310
1775	Sebastes_rubrivinctus	Sebastes_serriceps	311
1776	Sebastes_atrovirens	Sebastes_semicinctus	311
1777	Sebastes_inermis	Sebastes_schlegelii	311
1778	Sebastes_jordani	Sebastes_wilsoni	311
1779	Sebastes_minor	Sebastes_steindachneri	311
1780	Sebastes_exsul	Sebastes_rosaceus	311
1781	Sebastes_auriculatus	Sebastes_rastrelliger	311
1782	Sebastes_exsul	Sebastes_umbrosus	312
1783	Sebastes_inermis	Sebastes_rosaceus	312
1784	Sebastes_jordani	Sebastes_rubrivinctus	312
1785	Sebastes_dalli	Sebastes_semicinctus	312
1786	Sebastes_atrovirens	Sebastes_carnatus	312
1787	Sebastes_minor	Sebastes_steindachneri	312
1788	Sebastes_auriculatus	Sebastes_constellatus	313
1789	Sebastes_jordani	Sebastes_schlegelii	313
1790	Sebastes_minor	Sebastes_steindachneri	313
1791	Sebastes_rubrivinctus	Sebastes_serriceps	313
1792	Sebastes_dalli	Sebastes_rastrelliger	313
1793	Sebastes_atrovirens	Sebastes_carnatus	313
1794	Sebastes_hopkinsi	Sebastes_steindachneri	314
1795	Sebastes_carnatus	Sebastes_rubrivinctus	314
1796	Sebastes_auriculatus	Sebastes_dalli	314
1797	Sebastes_inermis	Sebastes_schlegelii	314
1798	Sebastes_exsul	Sebastes_umbrosus	314
1799	Sebastes_rastrelliger	Sebastes_serriceps	315
1800	Sebastes_exsul	Sebastes_rosaceus	315
1801	Sebastes_atrovirens	Sebastes_carnatus	315
1802	Sebastes_schlegelii	Sebastes_steindachneri	315
1803	Sebastes_hopkinsi	Sebastes_wilsoni	315
1804	Sebastes_carnatus	Sebastes_schlegelii	316
1805	Sebastes_exsul	Sebastes_umbrosus	316
1806	Sebastes_rubrivinctus	Sebastes_serriceps	316
1807	Sebastes_minor	Sebastes_steindachneri	316
1808	Sebastes_dalli	Sebastes_rastrelliger	316
1809	Sebastes_auriculatus	Sebastes_jordani	317
1810	Sebastes_hopkinsi	Sebastes_schlegelii	317
1811	Sebastes_constellatus	Sebastes_umbrosus	317
1812	Sebastes_rubrivinctus	Sebastes_serriceps	317
1813	Sebastes_atrovirens	Sebastes_carnatus	317
1814	Sebastes_dalli	Sebastes_rastrelliger	317
1815	Sebastes_minor	Sebastes_steindachneri	317
1816	Sebastes_constellatus	Sebastes_schlegelii	318
1817	Sebastes_minor	Sebastes_steindachneri	318
1818	Sebastes_dalli	Sebastes_rastrelliger	318
1819	Sebastes_jordani	Sebastes_serriceps	318
1820	Sebastes_atrovirens	Sebastes_semicinctus	318
1821	Sebastes_constellatus	Sebastes_jordani	319
1822	Sebastes_inermis	Sebastes_wilsoni	319
1823	Sebastes_rubrivinctus	Sebastes_serriceps	319
1824	Sebastes_atrovirens	Sebastes_carnatus	319
1825	Sebastes_rastrelliger	Sebastes_semicinctus	319
1826	Sebastes_minor	Sebastes_steindachneri	319
1827	Sebastes_auriculatus	Sebastes_schlegelii	320
1828	Sebastes_dalli	Sebastes_rastrelliger	320
1829	Sebastes_minor	Sebastes_steindachneri	320
1830	Sebastes_atrovirens	Sebastes_carnatus	320
1831	Sebastes_constellatus	Sebastes_rosaceus	320
1832	Sebastes_rubrivinctus	Sebastes_serriceps	320
1833	Sebastes_rosaceus	Sebastes_semicinctus	321
1834	Sebastes_jordani	Sebastes_serriceps	321
1835	Sebastes_atrovirens	Sebastes_carnatus	321
1836	Sebastes_dalli	Sebastes_rastrelliger	321
1837	Sebastes_constellatus	Sebastes_exsul	321
1838	Sebastes_schlegelii	Sebastes_wilsoni	321
1839	Sebastes_minor	Sebastes_steindachneri	321
1840	Sebastes_carnatus	Sebastes_semicinctus	322
1841	Sebastes_dalli	Sebastes_rastrelliger	322
1842	Sebastes_hopkinsi	Sebastes_rosaceus	322
1843	Sebastes_steindachneri	Sebastes_wilsoni	322
1844	Sebastes_inermis	Sebastes_schlegelii	322
1845	Sebastes_exsul	Sebastes_umbrosus	322
1846	Sebastes_rubrivinctus	Sebastes_serriceps	322
1847	Sebastes_hopkinsi	Sebastes_rastrelliger	323
1848	Sebastes_inermis	Sebastes_steindachneri	323
1849	Sebastes_jordani	Sebastes_rubrivinctus	323
1850	Sebastes_exsul	Sebastes_umbrosus	323
1851	Sebastes_atrovirens	Sebastes_carnatus	323
1852	Sebastes_hopkinsi	Sebastes_minor	324
1853	Sebastes_rosaceus	Sebastes_semicinctus	324
1854	Sebastes_atrovirens	Sebastes_rastrelliger	324
1855	Sebastes_exsul	Sebastes_umbrosus	324
1856	Sebastes_rubrivinctus	Sebastes_serriceps	324
1857	Sebastes_inermis	Sebastes_schlegelii	324
1858	Sebastes_minor	Sebastes_serriceps	325
1859	Sebastes_constellatus	Sebastes_semicinctus	325
1860	Sebastes_inermis	Sebastes_schlegelii	325
1861	Sebastes_carnatus	Sebastes_dalli	325
1862	Sebastes_exsul	Sebastes_wilsoni	326
1863	Sebastes_atrovirens	Sebastes_rastrelliger	326
1864	Sebastes_inermis	Sebastes_schlegelii	326
1865	Sebastes_minor	Sebastes_steindachneri	326
1866	Sebastes_rubrivinctus	Sebastes_serriceps	326
1867	Sebastes_minor	Sebastes_rubrivinctus	327
1868	Sebastes_dalli	Sebastes_exsul	327
1869	Sebastes_inermis	Sebastes_schlegelii	327
1870	Sebastes_atrovirens	Sebastes_carnatus	327
1871	Sebastes_hopkinsi	Sebastes_jordani	328
1872	Sebastes_constellatus	Sebastes_rosaceus	328
1873	Sebastes_schlegelii	Sebastes_steindachneri	328
1874	Sebastes_rubrivinctus	Sebastes_serriceps	328
1875	Sebastes_atrovirens	Sebastes_dalli	328
1876	Sebastes_rastrelliger	Sebastes_steindachneri	329
1877	Sebastes_constellatus	Sebastes_rosaceus	329
1878	Sebastes_atrovirens	Sebastes_carnatus	329
1879	Sebastes_rubrivinctus	Sebastes_serriceps	329
1880	Sebastes_inermis	Sebastes_schlegelii	329
1881	Sebastes_semicinctus	Sebastes_steindachneri	330
1882	Sebastes_carnatus	Sebastes_rastrelliger	330
1883	Sebastes_inermis	Sebastes_schlegelii	330
1884	Sebastes_jordani	Sebastes_serriceps	330
1885	Sebastes_constellatus	Sebastes_exsul	330
1886	Sebastes_rosaceus	Sebastes_umbrosus	330
1887	Sebastes_hopkinsi	Sebastes_semicinctus	331
1888	Sebastes_constellatus	Sebastes_exsul	331
1889	Sebastes_dalli	Sebastes_rastrelliger	331
1890	Sebastes_inermis	Sebastes_wilsoni	331
1891	Sebastes_rubrivinctus	Sebastes_serriceps	331
1892	Sebastes_minor	Sebastes_steindachneri	331
1893	Sebastes_atrovirens	Sebastes_auriculatus	331
1894	Sebastes_rosaceus	Sebastes_umbrosus	331
1895	Sebastes_exsul	Sebastes_jordani	332
1896	Sebastes_hopkinsi	Sebastes_schlegelii	332
1897	Sebastes_atrovirens	Sebastes_carnatus	332
1898	Sebastes_auriculatus	Sebastes_dalli	332
1899	Sebastes_rubrivinctus	Sebastes_serriceps	332
1900	Sebastes_minor	Sebastes_steindachneri	332
1901	Sebastes_jordani	Sebastes_serriceps	333
1902	Sebastes_rastrelliger	Sebastes_wilsoni	333
1903	Sebastes_exsul	Sebastes_rosaceus	333
1904	Sebastes_atrovirens	Sebastes_carnatus	333
1905	Sebastes_inermis	Sebastes_minor	333
1906	Sebastes_atrovirens	Sebastes_inermis	334
1907	Sebastes_rubrivinctus	Sebastes_serriceps	334
1908	Sebastes_constellatus	Sebastes_exsul	334
1909	Sebastes_dalli	Sebastes_rastrelliger	334
1910	Sebastes_rosaceus	Sebastes_umbrosus	334
1911	Sebastes_minor	Sebastes_steindachneri	334
1912	Sebastes_rosaceus	Sebastes_schlegelii	335
1913	Sebastes_rubrivinctus	Sebastes_serriceps	335
1914	Sebastes_exsul	Sebastes_umbrosus	335
1915	Sebastes_auriculatus	Sebastes_rastrelliger	335
1916	Sebastes_atrovirens	Sebastes_semicinctus	335
1917	Sebastes_minor	Sebastes_steindachneri	335
1918	Sebastes_jordani	Sebastes_steindachneri	336
1919	Sebastes_exsul	Sebastes_rosaceus	336
1920	Sebastes_atrovirens	Sebastes_semicinctus	336
1921	Sebastes_dalli	Sebastes_rastrelliger	336
1922	Sebastes_inermis	Sebastes_schlegelii	336
1923	Sebastes_rubrivinctus	Sebastes_serriceps	336
1924	Sebastes_hopkinsi	Sebastes_rosaceus	337
1925	Sebastes_inermis	Sebastes_steindachneri	337
1926	Sebastes_constellatus	Sebastes_umbrosus	337
1927	Sebastes_atrovirens	Sebastes_rastrelliger	337
1928	Sebastes_jordani	Sebastes_serriceps	337
1929	Sebastes_exsul	Sebastes_umbrosus	338
1930	Sebastes_jordani	Sebastes_semicinctus	338
1931	Sebastes_carnatus	Sebastes_rastrelliger	338
1932	Sebastes_inermis	Sebastes_wilsoni	338
1933	Sebastes_minor	Sebastes_steindachneri	338
1934	Sebastes_rubrivinctus	Sebastes_serriceps	338
1935	Sebastes_semicinctus	Sebastes_serriceps	339
1936	Sebastes_exsul	Sebastes_rosaceus	339
1937	Sebastes_schlegelii	Sebastes_steindachneri	339
1938	Sebastes_auriculatus	Sebastes_rastrelliger	339
1939	Sebastes_hopkinsi	Sebastes_wilsoni	339
1940	Sebastes_atrovirens	Sebastes_carnatus	339
1941	Sebastes_minor	Sebastes_rosaceus	340
1942	Sebastes_exsul	Sebastes_umbrosus	340
1943	Sebastes_auriculatus	Sebastes_carnatus	340
1944	Sebastes_jordani	Sebastes_rubrivinctus	340
1945	Sebastes_dalli	Sebastes_rastrelliger	340
1946	Sebastes_inermis	Sebastes_schlegelii	340
1947	Sebastes_atrovirens	Sebastes_inermis	341
1948	Sebastes_auriculatus	Sebastes_dalli	341
1949	Sebastes_minor	Sebastes_steindachneri	341
1950	Sebastes_exsul	Sebastes_rosaceus	341
1951	Sebastes_jordani	Sebastes_serriceps	341
1952	Sebastes_inermis	Sebastes_wilsoni	342
1953	Sebastes_carnatus	Sebastes_serriceps	342
1954	Sebastes_dalli	Sebastes_rastrelliger	342
1955	Sebastes_rosaceus	Sebastes_umbrosus	342
1956	Sebastes_minor	Sebastes_steindachneri	342
1957	Sebastes_constellatus	Sebastes_exsul	342
1958	Sebastes_carnatus	Sebastes_schlegelii	343
1959	Sebastes_exsul	Sebastes_rosaceus	343
1960	Sebastes_jordani	Sebastes_rubrivinctus	343
1961	Sebastes_auriculatus	Sebastes_dalli	343
1962	Sebastes_minor	Sebastes_steindachneri	343
1963	Sebastes_auriculatus	Sebastes_semicinctus	344
1964	Sebastes_constellatus	Sebastes_minor	344
1965	Sebastes_jordani	Sebastes_rubrivinctus	344
1966	Sebastes_inermis	Sebastes_schlegelii	344
1967	Sebastes_dalli	Sebastes_rastrelliger	344
1968	Sebastes_atrovirens	Sebastes_carnatus	344
1969	Sebastes_dalli	Sebastes_rastrelliger	345
1970	Sebastes_auriculatus	Sebastes_steindachneri	345
1971	Sebastes_jordani	Sebastes_rubrivinctus	345
1972	Sebastes_rosaceus	Sebastes_umbrosus	345
1973	Sebastes_inermis	Sebastes_schlegelii	345
1974	Sebastes_atrovirens	Sebastes_carnatus	345
1975	Sebastes_constellatus	Sebastes_exsul	345
1976	Sebastes_exsul	Sebastes_wilsoni	346
1977	Sebastes_jordani	Sebastes_rubrivinctus	346
1978	Sebastes_atrovirens	Sebastes_dalli	346
1979	Sebastes_schlegelii	Sebastes_steindachneri	346
1980	Sebastes_jordani	Sebastes_steindachneri	347
1981	Sebastes_carnatus	Sebastes_rosaceus	347
1982	Sebastes_auriculatus	Sebastes_rastrelliger	347
1983	Sebastes_rubrivinctus	Sebastes_serriceps	347
1984	Sebastes_exsul	Sebastes_umbrosus	347
1985	Sebastes_inermis	Sebastes_schlegelii	347
1986	Sebastes_constellatus	Sebastes_dalli	348
1987	Sebastes_atrovirens	Sebastes_carnatus	348
1988	Sebastes_jordani	Sebastes_wilsoni	348
1989	Sebastes_rubrivinctus	Sebastes_serriceps	348
1990	Sebastes_inermis	Sebastes_minor	348
1991	Sebastes_atrovirens	Sebastes_minor	349
1992	Sebastes_exsul	Sebastes_umbrosus	349
1993	Sebastes_inermis	Sebastes_schlegelii	349
1994	Sebastes_jordani	Sebastes_rubrivinctus	349
1995	Sebastes_dalli	Sebastes_rastrelliger	349
